Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2022-02-02,5200.94,5272.47,5181.9,5267.56,4356216
2022-02-03,5280.2,5287.24,5250.24,5276.91,3730741
2022-02-04,5283.27,5299.36,5178.41,5225.86,4341492
2022-02-07,5244.44,5266.82,5188.09,5229.31,4095763
2022-02-08,5242.22,5285.1,5233.68,5258.08,6490036
2022-02-09,5266.37,5276.2,5228.85,5244.77,6798845
2022-02-10,5273.6,5279.86,5202.48,5214.65,4580247
2022-02-11,5205.53,5205.53,5100.91,5180.64,3976010
2022-02-14,5109.47,5109.47,4949.66,5014.58,6250809
2022-02-15,5016.9,5182.24,5016.9,5139.59,4438502
2022-02-16,5166.42,5222.75,5114.65,5143.31,3724053
2022-02-17,5141.59,5152.24,5027.77,5030.31,3671557
2022-02-18,5024.92,5072.76,4992.71,5005.57,2522131
2022-02-21,5002.41,5037.45,4820.8,4863.73,5347546
2022-02-22,4800.79,4907.08,4698.43,4903.24,6440049
2022-02-23,4913.66,4962.62,4793.74,4819.57,5462612
2022-02-24,4568.17,4572.31,4133.55,4253.49,20281785
2022-02-25,4287.98,4586.05,4287.98,4569.02,10312432
2022-02-28,4524.15,4589.49,4420.12,4589.49,12582675
2022-03-01,4590.48,4667.93,4436.46,4456.3,9752606
2022-03-02,4441.01,4479.47,4365.51,4447.97,14073129
2022-03-03,4460.21,4490.26,4390.9,4451.4,13253010
2022-03-04,4434.37,4434.37,4197.76,4237.7,10013463
2022-03-07,4226.95,4235.85,4022.22,4209.48,14692826
2022-03-08,4207.33,4291.35,4126.47,4165.89,8523115
2022-03-09,4205.51,4368.06,4205.51,4368.06,9808547
2022-03-10,4406.99,4435.4,4318.92,4340.29,9562613
2022-03-11,4361.36,4421.77,4336.95,4387.18,9203400
2022-03-14,4411.32,4418.25,4355.17,4375.39,8519273
2022-03-15,4374.44,4413.04,4313.67,4385.62,6325060
2022-03-16,4410.36,4562.83,4410.36,4562.83,9698745
2022-03-17,4585.91,4673.77,4585.91,4654.35,11487188
2022-03-18,4670.88,4678.66,4604.47,4671.82,13573547
2022-03-21,4689.64,4725.93,4655.47,4676.65,7241708
2022-03-22,4691.38,4711.99,4667.51,4711.99,12918641
2022-03-23,4732.32,4755.43,4690.32,4732.89,13440106
2022-03-24,4753.43,4795.82,4743.31,4794.88,14119084
2022-03-25,4809.18,4814.79,4739.72,4771.94,12183405
2022-03-28,4780.87,4807.49,4760.45,4761.97,7528083
2022-03-29,4781.48,4879.14,4744.19,4783.94,14338964
2022-03-30,4802.22,4820.16,4764.77,4795.24,10370830
2022-03-31,4805.38,4819.7,4761.31,4778.07,10305633
2022-04-01,4786.4,4815.09,4770.18,4811.87,10198870
2022-04-04,4817.15,4876.56,4817.15,4840.1,11482865
2022-04-05,4850.22,4872.69,4800.53,4816.33,8450007
2022-04-06,4810.25,4816.15,4720.6,4739.74,12213457
2022-04-07,4749.05,4773.56,4701.31,4701.38,8260822
2022-04-08,4718.01,4739.7,4695,4709.1,6810457
2022-04-11,4722.03,4739.46,4673.51,4720.27,9155946
2022-04-12,4726.71,4729.23,4689.06,4709.11,13433014
2022-04-13,4699.01,4722.96,4680.6,4692.24,6409067
2022-04-14,4701.05,4714.32,4660.3,4671.29,7835017
