Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2022-01-10,20651.54,20684.88,20505.8,20563.16,10127250
2022-01-11,20647.22,20784.95,20565.32,20784.95,6114187
2022-01-12,20833.02,21013.63,20833.02,21013.63,11675248
2022-01-13,21076.51,21091.72,20977.39,21033.15,6470493
2022-01-14,20991.78,21014.91,20880.59,20885.04,6530351
2022-01-17,20937.2,20974.77,20891.13,20974.77,14791662
2022-01-18,20983.35,21006.82,20782.35,20783.2,10003201
2022-01-19,20703.44,20703.44,20428.99,20567.43,8033806
2022-01-20,20532.54,20540.2,20350.78,20379.15,5052692
2022-01-21,20314.01,20314.01,19958.63,20067.69,13044746
2022-01-24,19997.03,19997.95,18999.65,19128.61,19789169
2022-01-25,19096.79,19468.93,19096.79,19364.28,9374631
2022-01-26,19423.4,19668.11,19423.4,19598.99,9549615
2022-01-27,19512.84,19567.24,19405.05,19567.24,5605903
2022-01-28,19590.67,19619,19343.71,19349.01,4706266
2022-01-31,19428.6,19532.44,19405.69,19483.19,4648188
2022-02-01,19556.18,19695.01,19556.18,19688.41,3817397
2022-02-02,19777.03,19914.43,19713.7,19806.91,13434055
2022-02-03,19876.58,19925.83,19770.16,19834.32,6478354
2022-02-04,19861.7,19904.65,19717.1,19796.99,6805791
2022-02-07,19843.73,19875.53,19673.48,19710.29,4461720
2022-02-08,19760.6,19769.82,19635.28,19745.51,6309258
2022-02-09,19772.13,19844.06,19762.79,19820.41,4309275
2022-02-10,19813.71,19882.26,19784.55,19808.28,4677711
2022-02-11,19814.77,19849.77,19670.87,19763.45,4122314
2022-02-14,19264.6,19264.6,18902.31,19234.98,12088177
2022-02-15,19180.51,19586.36,19180.51,19513.21,6522918
2022-02-16,19608.49,19693.34,19461.4,19483.87,4815568
2022-02-17,19498.99,19554.16,19139.25,19185.22,14603159
2022-02-18,19179.75,19294.02,19179.75,19271.91,8256568
2022-02-21,19252.08,19252.08,18676.53,18794.61,14651188
2022-02-22,18352.5,18857.11,18310.86,18850.54,12383603
2022-02-23,18920.82,19009.16,18682.28,18737.01,7592725
2022-02-24,17874.78,17874.78,16492.79,17242.49,44666287
2022-02-25,17432.51,18030.67,17432.51,18030.67,26644414
2022-02-28,17860.3,18249.75,17860.3,18249.75,21340037
2022-03-01,18345.01,18452.3,18077.51,18109.17,30605176
2022-03-02,18080.53,18382.09,18063.43,18362.36,35647781
2022-03-03,18444.42,18488.92,18227.27,18485.84,44626670
2022-03-04,18452.26,18496.69,18069.24,18141.34,28020487
2022-03-07,18046.22,18073.02,17647.12,17937.04,40138897
2022-03-08,18002.16,18061.74,17752.05,17940.57,26285448
2022-03-09,18052.95,18234.27,18033.34,18202.61,29085427
2022-03-10,18330.72,18436.81,18142.05,18290.65,19678509
2022-03-11,18403.44,18575.6,18392.18,18575.6,18935057
2022-03-14,18634.56,18678.82,18453.36,18618.26,10753506
2022-03-15,18659.71,18687.02,18455.51,18687.02,10551216
2022-03-16,18814.34,18923.45,18764.76,18923.45,11878151
2022-03-17,19042.61,19128.34,19005.76,19062.2,14270462
2022-03-18,19170.67,19170.67,18880.51,19021.27,11726392
2022-03-21,19109.45,19235.62,19105.31,19235.62,17105410
2022-03-22,19272.83,19340.65,19226.16,19340.65,6552988
2022-03-23,19414.73,19452.46,19282.33,19335.43,14926684
2022-03-24,19383.5,19433.44,19318.04,19433.44,11943951
2022-03-25,19458.04,19481.56,19384.62,19465.45,10212754
2022-03-28,19568.72,19620.39,19507.79,19610.7,6949857
2022-03-29,19628.22,19651.13,19342.19,19342.19,18790042
2022-03-30,19545.7,19690.39,19526.74,19690.39,9030467
2022-03-31,19737.29,19782.56,19679.48,19714.05,9180243
2022-04-01,19800.3,19864.38,19784.23,19855.19,20953901
2022-04-04,20041.24,20073.13,19938.43,20028.26,24578111
2022-04-05,20074.02,20088.14,19960.25,20034.6,12233079
2022-04-06,20045.47,20045.47,19667.99,19711.24,18405569
2022-04-07,19750.68,19795.78,19664.63,19726.64,13895587
2022-04-08,19749.62,19780.05,19640.19,19640.19,9144139
2022-04-11,19630.71,19728.67,19582.75,19616.42,11811445
2022-04-12,19632.81,19654.49,19436.33,19524.29,5819929
2022-04-13,19545.91,19626.66,19428,19472.25,6571028
2022-04-14,19533.12,19534.08,19405.84,19469.92,4574822
